,name,genre,type,anime_name,anime_size,popularity,combined,id
1496,kanojotokanojononeko,"['drama', ' psychological', ' romance', ' slice of life']",OVA,Kanojo to Kanojo no Neko,tiny,high, kanojotokanojononeko drama  psychological  romance  slice of life OVA tiny high ,1496
1497,kowarekakenoorgelmovie,"['drama', ' music', ' sci-fi', ' slice of life']",Movie,Kowarekake no Orgel (Movie),tiny,moderate, kowarekakenoorgelmovie drama  music  sci-fi  slice of life Movie tiny moderate ,1497
1498,kurenai,"['comedy', ' drama', ' martial arts']",TV,Kure-nai,small,high, kurenai comedy  drama  martial arts TV small high ,1498
1499,mahoushoujolyricalnanoha,"['action', ' comedy', ' drama', ' magic', ' super power']",TV,Mahou Shoujo Lyrical Nanoha,small,high, mahoushoujolyricalnanoha action  comedy  drama  magic  super power TV small high ,1499
1500,monstermusumenoirunichijouova,"['comedy', ' ecchi', ' fantasy', ' harem', ' romance', ' seinen']",OVA,Monster Musume no Iru Nichijou OVA,small,high, monstermusumenoirunichijouova comedy  ecchi  fantasy  harem  romance  seinen OVA small high ,1500
1501,nanatsunotaizaiseisennoshirushi,"['action', ' adventure', ' ecchi', ' fantasy', ' shounen', ' supernatural']",TV,Nanatsu no Taizai: Seisen no Shirushi,small,high, nanatsunotaizaiseisennoshirushi action  adventure  ecchi  fantasy  shounen  supernatural TV small high ,1501
1502,nijiirodays,"['comedy', ' romance', ' school', ' shoujo', ' slice of life']",TV,Nijiiro Days,small,high, nijiirodays comedy  romance  school  shoujo  slice of life TV small high ,1502
1503,ojamajodoremidokkaan,"['comedy', ' magic', ' shoujo']",TV,Ojamajo Doremi Dokkaan ,medium,moderate, ojamajodoremidokkaan comedy  magic  shoujo TV medium moderate ,1503
1504,oruchubanebichu,"['comedy', ' ecchi', ' seinen']",TV,Oruchuban Ebichu,small,high, oruchubanebichu comedy  ecchi  seinen TV small high ,1504
1505,otonajoshinoanimetime,"['drama', ' josei', ' slice of life']",Special,Otona Joshi no Anime Time,small,high, otonajoshinoanimetime drama  josei  slice of life Special small high ,1505
1506,outbreakcompany,"['comedy', ' fantasy', ' harem', ' parody']",TV,Outbreak Company,small,veryhigh, outbreakcompany comedy  fantasy  harem  parody TV small veryhigh ,1506
1507,persona4theanimationthefactorofhope,"['adventure', ' mystery', ' school', ' super power', ' supernatural']",Movie,Persona 4 the Animation: The Factor of Hope,tiny,high, persona4theanimationthefactorofhope adventure  mystery  school  super power  supernatural Movie tiny high ,1507
1508,pokemonxy,"['action', ' adventure', ' comedy', ' fantasy', ' kids']",TV,Pokemon XY,medium,high, pokemonxy action  adventure  comedy  fantasy  kids TV medium high ,1508
1509,ranmakessentougenkyouhanayomewotorimodose,"['adventure', ' comedy', ' shounen']",Movie,Ranma ½: Kessen Tougenkyou  Hanayome wo Torimodose ,tiny,high, ranmakessentougenkyouhanayomewotorimodose adventure  comedy  shounen Movie tiny high ,1509
1510,sayonarazetsubousenseijozetsuboushoujosenshuu,"['comedy', ' parody', ' school']",Special,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,tiny,high, sayonarazetsubousenseijozetsuboushoujosenshuu comedy  parody  school Special tiny high ,1510
1511,scrappedprincess,"['adventure', ' comedy', ' drama', ' fantasy', ' mecha', ' sci-fi', ' shounen']",TV,Scrapped Princess,small,high, scrappedprincess adventure  comedy  drama  fantasy  mecha  sci-fi  shounen TV small high ,1511
1512,seitokainoichizon,"['comedy', ' harem', ' parody', ' school']",TV,Seitokai no Ichizon,small,veryhigh, seitokainoichizon comedy  harem  parody  school TV small veryhigh ,1512
1513,selectorspreadwixoss,"['game', ' psychological']",TV,Selector Spread WIXOSS,small,high, selectorspreadwixoss game  psychological TV small high ,1513
1514,slayersevolutionr,"['adventure', ' comedy', ' fantasy']",TV,Slayers Evolution-R,small,high, slayersevolutionr adventure  comedy  fantasy TV small high ,1514
1515,taihoshichauzosecondseason,"['action', ' comedy', ' police', ' shounen']",TV,Taiho Shichau zo: Second Season,small,moderate, taihoshichauzosecondseason action  comedy  police  shounen TV small moderate ,1515
1516,talesofzestiriadoushinoyoake,['fantasy'],Special,Tales of Zestiria: Doushi no Yoake,tiny,high, talesofzestiriadoushinoyoake fantasy Special tiny high ,1516
1517,tenchimuyouinlove,"['action', ' comedy', ' romance', ' school', ' sci-fi', ' shounen', ' space']",Movie,Tenchi Muyou  in Love,tiny,high, tenchimuyouinlove action  comedy  romance  school  sci-fi  shounen  space Movie tiny high ,1517
1518,tokyoghoula,"['action', ' drama', ' horror', ' mystery', ' psychological', ' seinen', ' supernatural']",TV,Tokyo Ghoul √A,small,veryhigh, tokyoghoula action  drama  horror  mystery  psychological  seinen  supernatural TV small veryhigh ,1518
1519,yugioh5d039s,"['action', ' game', ' shounen']",TV,Yu☆Gi☆Oh  5D  039 s,large,high, yugioh5d039s action  game  shounen TV large high ,1519
1520,yuukiyuunawayuushadearu,"['drama', ' fantasy', ' magic', ' slice of life']",TV,Yuuki Yuuna wa Yuusha de Aru,small,high, yuukiyuunawayuushadearu drama  fantasy  magic  slice of life TV small high ,1520
1521,ajinpart2shoutotsu,"['action', ' horror', ' mystery', ' seinen', ' supernatural']",Movie,Ajin Part 2: Shoutotsu,tiny,high, ajinpart2shoutotsu action  horror  mystery  seinen  supernatural Movie tiny high ,1521
1522,busourenkin,"['action', ' comedy', ' fantasy', ' school', ' shounen', ' supernatural']",TV,Busou Renkin,small,veryhigh, busourenkin action  comedy  fantasy  school  shounen  supernatural TV small veryhigh ,1522
1523,cityhunterbaycitywars,"['action', ' comedy', ' mystery', ' shounen']",Movie,City Hunter: Bay City Wars,tiny,moderate, cityhunterbaycitywars action  comedy  mystery  shounen Movie tiny moderate ,1523
1524,detectiveconanbonusfilefantasistaflower,"['comedy', ' mystery', ' police', ' shounen', ' sports']",OVA,Detective Conan Bonus File: Fantasista Flower,tiny,moderate, detectiveconanbonusfilefantasistaflower comedy  mystery  police  shounen  sports OVA tiny moderate ,1524
1525,detectiveconanova11asecretorderfromlondon,"['adventure', ' comedy', ' mystery', ' police', ' shounen']",OVA,Detective Conan OVA 11: A Secret Order from London,tiny,moderate, detectiveconanova11asecretorderfromlondon adventure  comedy  mystery  police  shounen OVA tiny moderate ,1525
1526,doraemonmovie05nobitanomakaidaibouken,['fantasy'],Movie,Doraemon Movie 05: Nobita no Makai Daibouken,tiny,moderate, doraemonmovie05nobitanomakaidaibouken fantasy Movie tiny moderate ,1526
1527,garohonoonokokuin,"['action', ' demons', ' fantasy', ' magic', ' supernatural']",TV,Garo: Honoo no Kokuin,small,high, garohonoonokokuin action  demons  fantasy  magic  supernatural TV small high ,1527
1528,hidamarisketch,"['comedy', ' school', ' slice of life']",TV,Hidamari Sketch,small,high, hidamarisketch comedy  school  slice of life TV small high ,1528
1529,honoonotoukyuujidodgedanpei,"['comedy', ' sports']",TV,Honoo no Toukyuuji: Dodge Danpei,small,moderate, honoonotoukyuujidodgedanpei comedy  sports TV small moderate ,1529
1530,joshirakuova,"['comedy', ' slice of life']",OVA,Joshiraku OVA,tiny,moderate, joshirakuova comedy  slice of life OVA tiny moderate ,1530
1531,kamichamakarin,"['comedy', ' fantasy', ' magic', ' romance', ' school', ' shoujo']",TV,Kamichama Karin,small,high, kamichamakarin comedy  fantasy  magic  romance  school  shoujo TV small high ,1531
1532,kamichu,"['comedy', ' drama', ' slice of life', ' supernatural']",TV,Kamichu ,small,high, kamichu comedy  drama  slice of life  supernatural TV small high ,1532
1533,littlenemo,"['adventure', ' fantasy']",Movie,Little Nemo,tiny,moderate, littlenemo adventure  fantasy Movie tiny moderate ,1533
1534,mariasamagamiteru3rdspecials,['comedy'],Special,Maria-sama ga Miteru 3rd Specials,small,moderate, mariasamagamiteru3rdspecials comedy Special small moderate ,1534
1535,mariasamagamiteruharuspecials,"['drama', ' romance', ' school', ' shoujo', ' shoujo ai', ' slice of life']",Special,Maria-sama ga Miteru: Haru Specials,small,moderate, mariasamagamiteruharuspecials drama  romance  school  shoujo  shoujo ai  slice of life Special small moderate ,1535
1536,mirainikki,"['action', ' shounen', ' supernatural']",OVA,Mirai Nikki,tiny,veryhigh, mirainikki action  shounen  supernatural OVA tiny veryhigh ,1536
1537,moonlightmile2ndseasontouchdown,"['adventure', ' drama', ' sci-fi', ' space']",TV,Moonlight Mile 2nd Season: Touch Down,small,moderate, moonlightmile2ndseasontouchdown adventure  drama  sci-fi  space TV small moderate ,1537
1538,neongenesisevangeliondeathamprebirth,"['drama', ' mecha', ' psychological', ' sci-fi']",Movie,Neon Genesis Evangelion: Death  amp  Rebirth,tiny,veryhigh, neongenesisevangeliondeathamprebirth drama  mecha  psychological  sci-fi Movie tiny veryhigh ,1538
1539,obanstarracers,"['adventure', ' mecha', ' sci-fi', ' shounen']",TV,Oban Star-Racers,small,high, obanstarracers adventure  mecha  sci-fi  shounen TV small high ,1539
1540,papanoiukotowokikinasai,"['comedy', ' romance', ' slice of life']",TV,Papa no Iukoto wo Kikinasai ,small,high, papanoiukotowokikinasai comedy  romance  slice of life TV small high ,1540
1541,raiyantsuurinouta,"['drama', ' historical']",Movie,Raiyantsuuri no Uta,tiny,low, raiyantsuurinouta drama  historical Movie tiny low ,1541
1542,rurounikenshinspecial,"['action', ' historical', ' romance', ' samurai']",Special,Rurouni Kenshin Special,tiny,moderate, rurounikenshinspecial action  historical  romance  samurai Special tiny moderate ,1542
1543,sakigakeotokojuku,"['action', ' comedy', ' martial arts', ' school', ' shounen']",TV,Sakigake   Otokojuku,small,moderate, sakigakeotokojuku action  comedy  martial arts  school  shounen TV small moderate ,1543
1544,sentoumechaxabungle,"['mecha', ' military', ' sci-fi', ' shounen']",TV,Sentou Mecha Xabungle,small,moderate, sentoumechaxabungle mecha  military  sci-fi  shounen TV small moderate ,1544
1545,shinchoukyouryocondorheroii,"['adventure', ' drama', ' historical', ' romance']",TV,Shin Chou Kyou Ryo: Condor Hero II,small,moderate, shinchoukyouryocondorheroii adventure  drama  historical  romance TV small moderate ,1545
1546,taihoshichauzo,"['action', ' comedy', ' police', ' seinen']",OVA,Taiho Shichau zo,small,moderate, taihoshichauzo action  comedy  police  seinen OVA small moderate ,1546
1547,toloveruova,"['comedy', ' ecchi', ' harem', ' school', ' sci-fi', ' shounen']",OVA,To LOVE-Ru OVA,small,high, toloveruova comedy  ecchi  harem  school  sci-fi  shounen OVA small high ,1547
1548,wintersonata,"['drama', ' romance']",TV,Winter Sonata,small,high, wintersonata drama  romance TV small high ,1548
1549,wwwworking,"['comedy', ' slice of life']",TV,WWW Working  ,small,high, wwwworking comedy  slice of life TV small high ,1549
1550,yamanosusumesecondseason,"['adventure', ' comedy', ' slice of life']",TV,Yama no Susume Second Season,small,high, yamanosusumesecondseason adventure  comedy  slice of life TV small high ,1550
1551,anothertheotheringa,"['horror', ' mystery', ' thriller']",OVA,Another: The Other - Inga,tiny,high, anothertheotheringa horror  mystery  thriller OVA tiny high ,1551
1552,bartender,"['drama', ' seinen', ' slice of life']",TV,Bartender,small,high, bartender drama  seinen  slice of life TV small high ,1552
1553,cheburashka,['comedy'],Movie,Cheburashka,tiny,low, cheburashka comedy Movie tiny low ,1553
1554,chi039ssweethomeova,"['comedy', ' kids', ' slice of life']",OVA,Chi  039 s Sweet Home OVA,tiny,moderate, chi039ssweethomeova comedy  kids  slice of life OVA tiny moderate ,1554
1555,cinderellamonogatari,"['adventure', ' fantasy', ' kids', ' romance']",TV,Cinderella Monogatari,small,moderate, cinderellamonogatari adventure  fantasy  kids  romance TV small moderate ,1555
1556,datealiveii,"['comedy', ' harem', ' mecha', ' romance', ' school', ' sci-fi']",TV,Date A Live II,small,veryhigh, datealiveii comedy  harem  mecha  romance  school  sci-fi TV small veryhigh ,1556
1557,dottokonichan,['comedy'],TV,Dotto Koni-chan,small,moderate, dottokonichan comedy TV small moderate ,1557
1558,fullmetalalchemistthesacredstarofmilos,"['action', ' adventure', ' comedy', ' drama', ' fantasy', ' magic', ' military', ' shounen']",Movie,Fullmetal Alchemist: The Sacred Star of Milos,tiny,high, fullmetalalchemistthesacredstarofmilos action  adventure  comedy  drama  fantasy  magic  military  shounen Movie tiny high ,1558
1559,gangsta,"['action', ' drama', ' seinen']",TV,Gangsta ,small,veryhigh, gangsta action  drama  seinen TV small veryhigh ,1559
1560,gatchamancrowdsembrace,"['adventure', ' sci-fi']",Special,Gatchaman Crowds: Embrace,tiny,high, gatchamancrowdsembrace adventure  sci-fi Special tiny high ,1560
1561,ghostintheshellstandalonecomplextachikomanahibitv,"['comedy', ' mecha', ' sci-fi']",TV,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV),small,moderate, ghostintheshellstandalonecomplextachikomanahibitv comedy  mecha  sci-fi TV small moderate ,1561
1562,hadashinogen2,"['drama', ' historical', ' shounen']",Movie,Hadashi no Gen 2,tiny,moderate, hadashinogen2 drama  historical  shounen Movie tiny moderate ,1562
1563,hetaliatheworldtwinklespecials,"['comedy', ' historical', ' parody']",Special,Hetalia: The World Twinkle Specials,small,moderate, hetaliatheworldtwinklespecials comedy  historical  parody Special small moderate ,1563
1564,hibikeeuphoniumkakedasumonaka,"['drama', ' music', ' school']",Special,Hibike  Euphonium: Kakedasu Monaka,tiny,high, hibikeeuphoniumkakedasumonaka drama  music  school Special tiny high ,1564
1565,karakurizoushiayatsurisakon,"['horror', ' mystery', ' thriller']",TV,Karakuri Zoushi Ayatsuri Sakon,small,moderate, karakurizoushiayatsurisakon horror  mystery  thriller TV small moderate ,1565
1566,kazenostigma,"['action', ' fantasy', ' magic', ' romance', ' shounen']",TV,Kaze no Stigma,small,veryhigh, kazenostigma action  fantasy  magic  romance  shounen TV small veryhigh ,1566
1567,kindaichishounennojikenboreturns2ndseason,"['mystery', ' shounen']",TV,Kindaichi Shounen no Jikenbo Returns 2nd Season,small,moderate, kindaichishounennojikenboreturns2ndseason mystery  shounen TV small moderate ,1567
1568,konobijutsubuniwamondaigaaru,"['comedy', ' romance', ' school']",TV,Kono Bijutsubu ni wa Mondai ga Aru ,small,high, konobijutsubuniwamondaigaaru comedy  romance  school TV small high ,1568
1569,lupiniiipartiii,"['action', ' adventure', ' comedy', ' shounen']",TV,Lupin III: Part III,small,moderate, lupiniiipartiii action  adventure  comedy  shounen TV small moderate ,1569
1570,mardockscramblethesecondcombustion,"['action', ' psychological', ' sci-fi']",Movie,Mardock Scramble: The Second Combustion,tiny,high, mardockscramblethesecondcombustion action  psychological  sci-fi Movie tiny high ,1570
1571,marmaladeboymovie,"['romance', ' shoujo']",Movie,Marmalade Boy Movie,tiny,moderate, marmaladeboymovie romance  shoujo Movie tiny moderate ,1571
1572,mnemosynemnemosynenomusumetachi,"['action', ' horror', ' sci-fi', ' shoujo ai', ' supernatural']",TV,Mnemosyne: Mnemosyne no Musume-tachi,small,high, mnemosynemnemosynenomusumetachi action  horror  sci-fi  shoujo ai  supernatural TV small high ,1572
1573,narutoshippuudenmovie3hinoishiwotsugumono,"['action', ' comedy', ' martial arts', ' shounen', ' super power']",Movie,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,tiny,high, narutoshippuudenmovie3hinoishiwotsugumono action  comedy  martial arts  shounen  super power Movie tiny high ,1573
1574,nisekoi,"['comedy', ' harem', ' romance', ' school', ' shounen']",TV,Nisekoi:,small,veryhigh, nisekoi comedy  harem  romance  school  shounen TV small veryhigh ,1574
1575,nodamecantabilespecial,"['comedy', ' josei', ' romance', ' slice of life']",Special,Nodame Cantabile Special,tiny,high, nodamecantabilespecial comedy  josei  romance  slice of life Special tiny high ,1575
1576,onepieceadventureofnebulandia,"['action', ' adventure', ' comedy', ' fantasy', ' shounen', ' super power']",Special,One Piece: Adventure of Nebulandia,tiny,moderate, onepieceadventureofnebulandia action  adventure  comedy  fantasy  shounen  super power Special tiny moderate ,1576
1577,ranmachoumusabetsukessenranmateamvsdensetsunohouou,"['action', ' adventure', ' comedy', ' martial arts', ' shounen', ' supernatural']",Movie,Ranma ½: Chou Musabetsu Kessen  Ranma Team vs  Densetsu no Houou,tiny,moderate, ranmachoumusabetsukessenranmateamvsdensetsunohouou action  adventure  comedy  martial arts  shounen  supernatural Movie tiny moderate ,1577
1578,sakasamanopatemabeginningoftheday,['sci-fi'],Special,Sakasama no Patema: Beginning of the Day,small,high, sakasamanopatemabeginningoftheday sci-fi Special small high ,1578
1579,seikainosenkispecial,"['action', ' military', ' romance', ' sci-fi', ' space']",Special,Seikai no Senki Special,tiny,moderate, seikainosenkispecial action  military  romance  sci-fi  space Special tiny moderate ,1579
